index,area,axon_rad_loc,d,fiberD_p,fiberType,new_angle,orig_angle,r,tjn_x,tjn_y,tjn_z,type,x,y,z,soma_x,soma_y,soma_z,xshift
0,4132.521813999874,332.2838347760643,72.53750887,11.5,Aa,116.36202277906231,112.6850032541628,36.26875444,-875.5649707,328.45072191760073,-80.20704324,soma,-875.5649707,1064.3126833781744,-444.8843536,-876,1063.8568039737602,-444.643327,
1,5570.471313448604,611.4928894672122,84.21724502,15.7,Aa,169.06229120727318,167.13441165860164,42.10862251,371.06079185067637,163.38871200033554,-590.4021601,soma,371.06079185067637,320.3256840019212,-1402.485567,371,319.90250569033674,-1402.055246,
2,5137.763077,479.0990740281363,80.88017755,14.5,Aa,147.6702342133671,144.24387896699918,40.44008878,852.1746179442888,320.85141102061743,-361.1648472,soma,852.1746179442888,762.2896717670324,-1058.648612,852,762.4453594768702,-1058.496875,
3,5137.763077,381.7570529712336,80.88017755,14.5,Aa,-35.16408684,-27.94002328,40.44008878,1602.4569747431594,-90.24118457,391.6822255440561,soma,1602.4569747431594,-565.6286523,1066.484489706837,1602,-565.3709471,1066.7972725735626,
4,4357.299360898581,370.73745637367415,74.48413156,12.2,Aa,207.3989775874181,204.83356583983857,37.24206578,744.6291137139533,-122.649499,-352.6606981,soma,744.6291137139533,-501.0320942,-1082.666607,745,-501.3957987,-1082.986506,
5,6174.626057698748,361.00681356410286,88.66666831799999,17.3,Aa,14.102420279026404,23.901598052520534,44.333334158999996,904.9093887154124,280.21462249980505,283.92107999477366,soma,904.9093887154124,482.2866493988731,1088.259736962214,905,482.10853353454837,1088.3704008008144,
6,6213.418267790545,310.48402707338533,88.94475727,17.4,Aa,-21.20417256,-26.67020161,44.47237864,1267.8809048002545,-211.6604399,245.35569152945615,soma,1267.8809048002545,-511.6743497,1018.6706861411458,1268,-512.0201594,1018.3170986032753,
7,4688.7355279440835,163.24090578472953,77.26502112200002,13.2,Aa,50.780162318706786,47.36340469804515,38.63251056,-1855.393458,87.91864592045842,147.67390439140172,soma,-1855.393458,726.0078475102628,668.4547443495385,-1855,726.0681059,668.7828364277204,
8,5607.3199215146815,613.9471317655336,84.49533398,15.8,Aa,15.746973317533671,21.418270304909093,42.24766699,477.1520980923085,301.7799571856758,545.4643370486242,soma,477.1520980923085,526.2863766,1341.6650467777345,477,526.5150168208146,1341.2258794769127,
9,6330.523748825581,167.0389079106734,89.77902414200001,17.7,Aa,56.62474757357249,63.74481091274615,44.889512071000006,-1436.297268,201.04924605311226,-15.52775723,soma,-1436.297268,894.0779879025918,441.0111405794737,-1436,894.0407315304923,440.52222059025723,
10,4927.968614909078,299.7776084491882,79.21164381,13.9,Aa,-29.65389173,-22.89199773,39.60582191,1787.018942212829,-29.39830505,319.219548,soma,1787.018942212829,-437.3798565,1035.826703469992,1787,-437.0149607,1035.5824592371832,
11,6135.9553227335555,353.62351818479567,88.38857936,17.2,Aa,24.526304048185267,22.265501332860648,44.19428968,1422.5564045978774,103.96086027987349,340.2478323556916,soma,1422.5564045978774,448.16849383691397,1094.6245784452303,1423,448.1985496465832,1094.4009647517742,
12,5280.055553,414.01303449834285,81.99253337399999,14.9,Aa,202.8580344,209.46654248890252,40.996266686999995,-1682.859821,-289.1219342,-318.474618,soma,-1682.859821,-609.9794698,-1079.605536,-1683,-609.81695,-1079.15556,
13,5906.481890601173,427.75217951419165,86.72004563,16.6,Aa,-13.44377475,-12.19988161,43.36002281,245.80670890639908,-72.85882746,422.08283474190057,soma,245.80670890639908,-265.4451187,1227.7445800354035,246,-265.5937053,1227.662958187924,
14,5644.290004707365,288.8940567358875,84.77342293,15.9,Aa,51.601344281630716,49.24124898126895,42.38671147,-1156.110193,197.11431100368415,214.87810395787938,soma,-1156.110193,845.5439212,728.7923098121892,-1156,845.4229658,728.8898864921538,
15,5424.291632450366,573.9426105503796,83.1048892,15.3,Aa,-29.67309848,-26.57615749,41.5524446,774.6691757838826,-217.3778041,534.3577259378644,soma,774.6691757838826,-626.5632315,1252.5194275812794,775,-626.2261153,1252.1914191120713,
16,5570.471313448604,265.1019252768858,84.21724502,15.7,Aa,71.41091041,67.40815304992451,42.10862251,-1292.962092,224.4420075053013,155.92319983681043,soma,-1292.962092,1008.3996535043834,419.5879163075992,-1293,1007.933552415926,419.68222885650687,
17,5102.493645110871,66.94379332135793,80.60208859400001,14.4,Aa,100.20029832807379,101.85201626438057,40.3010443,1692.8843075886282,60.96646462755825,-37.10093186,soma,1692.8843075886282,873.2233667,-183.2533822,1693,873.2612877971076,-183.1608149,
